ひだりがわ	左側	left side	会L6(e)
びっくりする		to be surprised [irr.]	読L10-II
ひと	人	person	会L4
ひとつ	一つ	one	会L9
ひとつめ	一つ目	first	会L6(e)
ひとびと	人々	people	読L12-II
ひとり	一人	one person	会L7
ひとりで	一人で	alone	会L4
ひふか	皮膚科	dermatologist	会L12(e)
ひま(な)	暇	not busy; free (time)	会L5
びよういん	美容院	beauty parlor	会L10
びょういん	病院	hospital	会L4
びょうき	病気	illness; sickness	会L9
ひる	昼	noon	読L9-II
ひるごはん	昼ご飯	lunch	会L3
ひろい	広い	wide; spacious	会L12
ピンク		pink	会L9(e)
フィリピン		Philippines	会L1
ふく	服	clothes	会L12
ふくろ	袋	bag	会L8(e)
ふたつ	二つ	two	会L9
ふたつめ	二つ目	second	会L6(e)
ぶたにく	豚肉	pork	会L8(e)
ふたり	二人	two people	会L7
ふたりずつ	二人ずつ	two people each	会L11(e)
ふつう	普通	local (train)	会L10(e)
ふつか	二日	the second day of a month	会L4(e)
ふつかよい	二日酔い	hangover	会L12
ぶどう		grape	会L8(e)
ふとっています	太っています	to be on the heavy side	会L7
ふとる	太る	to gain weight; overweight [u]	会L7
ふね	船	ship; boat	会L10
ふゆ	冬	winter	会L8
ふる	降る	(rain/snow) falls [u]	会L8
ふるい	古い	old (thing)	会L5
プレゼント		present	会L12
ふろ	風呂	bath	会L8
ぶんか	文化	culture	読L11-II
ぶんがく	文学	literature	会L1
ぶんぽう	文法	grammar	会L11(e)
へいじつ	平日	weekday	読L11-II
へた(な)	下手	clumsy; poor at ...	会L8
べつに + negative	別に	nothing in particular	会L7
ページ		page	会L6
ベージュ		beige	会L9(e)
へや	部屋	room	会L5
ペン		pen	会L2
べんきょうする	勉強する	to study [irr.]	会L3
べんごし	弁護士	lawyer	会L1
へんじ	返事	reply	読L11-II
べんとう	弁当	boxed lunch	会L9
べんり(な)	便利	convenient	会L7
ほうげん	方言	dialect	会L11(e)
ぼうし	帽子	hat; cap	会L2
ホーム		platform	会L10(e)
ホームシック		homesickness	会L12
ホームステイ		homestay; living with a local family	会L8
ほかに		anything else	会L11(e)
ぼく	僕	I (used by men)	会L5
ほけんしょう	保険証	health insurance certificate	会L12(e)
ホストファミリー		host family	会L11
ホテル		hotel	会L4
ホラー		horror	読L11-II
ボランティア		volunteer	読L11-II
ほん	本	book	会L2
ほんとうですか	本当ですか	Really?	会L6
ほんや	本屋	bookstore	会L4
まあまあ		okay; so-so	会L11
〜まい	〜枚	[counter for flat objects]	会L5
まいしゅう	毎週	every week	会L8
まいにち	毎日	every day	会L3
まいばん	毎晩	every night	会L3
まえ	前	front	会L4
まがる	曲がる	to turn (right/left) [u]	会L6(e)
まじめ(な)		serious; sober; diligent	読L12-II
まず		first of all	読L8-II
まだ + negative		not ... yet	会L8
まち	町	town; city	会L4
まつ	待つ	to wait [u]	会L4
まっすぐ		straight	会L6(e)
まつり	祭り	festival	会L11
〜まで		to (a place/a time)	会L9
〜までに		by (time/date)	読L12-II
まど	窓	window	会L6
まゆげ	眉毛	eyebrow	会L7(e)
まる	○	(correct)	会L11(e)
まんがか	漫画家	cartoonist	会L11
まんじゅう		sweet bun	読L4-III
みかん		mandarin orange	会L8(e)
みぎ	右	right	会L4
みぎがわ	右側	right side	会L6(e)
みじかい	短い	short (length)	会L7
みず	水	water	会L3
みずいろ	水色	light blue	会L9(e)
みずうみ	湖	lake	会L11
みせ	店	shop; store	読L4-III
みっか	三日	the third day of a month	会L4(e)
みっつ	三つ	three	会L9
みっつめ	三つ目	third	会L6(e)
みどり	緑	green	会L9(e)
みなさん	皆さん	everyone	読L6-III
みなみ	南	south	会L6(e)
みみ	耳	ear	会L7(e)
みやげ	土産	souvenir	会L5
みる	見る	to see; to look at; to watch [ru]	会L3
みんな		all	会L9
みんなで		all (of the people) together	会L8
むいか	六日	the sixth day of a month	会L4(e)
むかしむかし	昔々	once upon a time	読L10-II
むこう	向こう	the other side; over there	読L12-II
むしば	虫歯	bad tooth	会L12(e)
むずかしい	難しい	difficult	会L5
むすめ	娘	daughter	読L12-II
むっつ	六つ	six	会L9
むね	胸	breast	会L7(e)
むらさき	紫	purple	会L9(e)
め	目	eye	会L7
メール		e-mail	会L9
めがね	眼鏡	glasses	会L7
メキシコ		Mexico	読L5-II
メニュー		menu	会L2
めまいがする		to feel dizzy	会L12(e)
もう		already	会L9
もうすぐ		very soon; in a few moments/days	会L12
もくようび	木曜日	Thursday	会L4
もしもし		Hello? (used on the phone)	会L4
もち		rice cake	読L10-II
もちろん		of course	会L7
もつ	持つ	to carry; to hold [u]	会L6
もっていく	持っていく	to take (a thing) [u]	会L8
もってくる	持ってくる	to bring (a thing) [irr.]	会L6
もっと		more	会L11
もの	物	thing (concrete object)	会L12
もも		peach	会L8(e)
もらう		to get (from somebody) [u]	会L9
やきゅう	野球	baseball	会L10
やけどをする		to burn oneself	会L12(e)
やさい	野菜	vegetable	会L2
やさしい		easy (problem); kind (person)	会L5
やすい	安い	inexpensive; cheap (thing)	会L5
やすみ	休み	holiday; day off; absence	会L5
やすむ	休む	to be absent (from); to rest [u]	会L6
やせています		to be thin	会L7
やせる		to lose weight [ru]	会L7
やっつ	八つ	eight	会L9
やま	山	mountain	会L11
やまみち	山道	mountain road	読L10-II
やめる		to quit [ru]	会L11
やる		to do; to perform [u]	会L5
ゆうびんきょく	郵便局	post office	会L2
ゆうめい(な)	有名	famous	会L8
ゆうめいじん	有名人	celebrity	会L10
ゆき	雪	snow	読L10-II
ゆっくり		slowly; leisurely; unhurriedly	会L6
ゆび	指	finger	会L7(e)
ゆめ	夢	dream	会L11
ようか	八日	the eighth day of a month	会L4(e)
ようじ	用事	business to take care of	会L12
よかったら		if you like	会L7
よく		often; much	会L3
よじ	四時	four o'clock	会L1(e)
よっか	四日	the fourth day of a month	会L4(e)
よっつ	四つ	four	会L9
よむ	読む	to read [u]	会L3
よやく	予約	reservation	会L10
よる	夜	night	会L6
よろしくおねがいします	よろしくお願いします	Nice to meet you.	会G
よんぷん	四分	four minutes	会L1(e)
らいがっき	来学期	next semester	会L11
らいげつ	来月	next month	会L8
らいしゅう	来週	next week	会L6
らいねん	来年	next year	会L6
りゅうがくする	留学する	to study abroad [irr.]	会L11
りゅうがくせい	留学生	international student	会L1
りょう	寮	dormitory	読L9-II
りょうり	料理	cooking; dish	会L10
りょうりする	料理する	to cook [irr.]	会L8
りょこう	旅行	travel	会L5
りょこうする	旅行する	to travel [irr.]	会L10
りんご		apple	会L10
ルームメイト		roommate	会L11
れい	例	example	会L11(e)
れきし	歴史	history	会L1
レストラン		restaurant	会L4
レポート		(term) paper	会L4
れんしゅう	練習	exercise	会L11(e)
れんしゅうする	練習する	to practice [irr.]	会L10
レントゲン		X-ray	会L12(e)
ろくがつ	六月	June	会L4(e)
ろくじ	六時	six o'clock	会L1(e)
ろっぷん	六分	six minutes	会L1(e)
ワイン		wine	読L6-III
わかい	若い	young	会L9
わかる		to understand [u]	会L4
わかれる	別れる	to break up; to separate [ru]	会L12
わすれる	忘れる	to forget; to leave behind [ru]	会L6
わたし	私	I	会L1
わたしたち	私たち	we	読L12-II
わたる	渡る	to cross [u]	会L6(e)
わるい	悪い	bad	会L12
