295	残	22	ざん	のこ	to remain	残業(ざんぎょう)=overtime work;残す(のこす)=to leave;残念(ざんねん)=regrettable;心残り(こころのこり)=regret;残高(ざんだか)=account balance
296	駅	22	えき		station	駅(えき)=station;東京駅(とうきょうえき)=Tokyo Station;駅員(えきいん)=station attendant;駅前(えきまえ)=near/in front of the station
297	番	22	ばん		order; number	一番(いちばん)=the first;番号(ばんごう)=number;番組(ばんぐみ)=TV program;交番(こうばん)=police box;順番(じゅんばん)=turn, order
298	説	22	せつ/せっ		theory; to explain	説明する(せつめいする)=to explain;小説(しょうせつ)=novel;小説家(しょうせつか)=novelist;説教する(せっきょうする)=to preach
299	案	22	あん		idea; proposal	案内する(あんないする)=to guide;案内所(あんないじょ)=information desk;案(あん)=idea, proposal;提案(ていあん)=proposal
300	内	22	ない	うち	inside; inner	案内する(あんないする)=to guide;家内(かない)=my wife;国内(こくない)=domestic;内科(ないか)=internal medicine;内側(うちがわ)=inside
301	忘	22	ぼう	わす	to forget	忘れる(わすれる)=to forget;忘れ物(わすれもの)=lost article;忘年会(ぼうねんかい)=year-end party
302	守	22	す/しゅ	まも	to keep; to protect	守る(まもる)=to keep (a promise);留守(るす)=absence, not at home;お守り(おまもり)=charm;守衛(しゅえい)=security guard
303	顔	23	がん	かお/がお	face	顔(かお)=face;顔文字(かおもじ)=emoticon;顔色(かおいろ)=complexion;笑顔(えがお)=smiling face;洗顔(せんがん)=washing one's face
304	悲	23	ひ	かな	sad	悲しい(かなしい)=sad;悲劇(ひげき)=tragedy;悲惨な(ひさんな)=miserable;悲しむ(かなしむ)=to grieve
305	怒	23	ど	おこ/いか	to get angry	怒る(おこる)=to get angry;怒り(いかり)=anger, rage;喜怒哀楽(きどあいらく)=human emotions
306	違	23	い	ちが	to differ	違う(ちがう)=different;違い(ちがい)=difference;間違える(まちがえる)=to make a mistake;違法(いほう)=illegal;違反(いはん)=violation
307	変	23	へん	か	change; abnormal	変な(へんな)=strange;大変な(たいへんな)=tough;変化(へんか)=change;変人(へんじん)=eccentric person;変える(かえる)=to change (something)
308	比	23	ひ	くら	to compare	比べる(くらべる)=to compare;比較(ひかく)=comparison;比例(ひれい)=proportion;対比(たいひ)=contrast;比喩(ひゆ)=figure of speech
309	情	23	じょう	なさ	emotion; condition	表情(ひょうじょう)=expression;同情する(どうじょうする)=to sympathize;友情(ゆうじょう)=friendship;情報(じょうほう)=information;情け(なさけ)=mercy
310	感	23	かん		to sense; to feel	感情(かんじょう)=emotion;感動する(かんどうする)=to be moved;感じる(かんじる)=to feel;感謝(かんしゃ)=gratitude;感想(かんそう)=impression
311	調	23	ちょう	しら	to investigate	調査(ちょうさ)=survey, research;調べる(しらべる)=to look into;調子(ちょうし)=condition;強調する(きょうちょうする)=to emphasize
312	査	23	さ		to inspect	調査(ちょうさ)=survey, research;検査(けんさ)=inspection;審査(しんさ)=screening;捜査(そうさ)=criminal investigation
313	果	23	か	は	fruit; result	結果(けっか)=result;果物(くだもの)=fruit;果汁(かじゅう)=fruit juice;効果(こうか)=effect;使い果たす(つかいはたす)=to use up
314	化	23	か/け	ば	to change into	文化(ぶんか)=culture;化学(かがく)=chemistry;同化(どうか)=assimilation;お化け(おばけ)=goblin, ghost;化粧(けしょう)=makeup
315	横	23	おう	よこ	sideways	横(よこ)=side;横書き(よこがき)=horizontal writing;横綱(よこづな)=grand champion of sumo;横断する(おうだんする)=to traverse
316	相	23	しょう/そう	あい	mutual	相手(あいて)=partner;首相(しゅしょう)=prime minister;相談(そうだん)=consultation;相互の(そうごの)=mutual
317	答	23	とう	こた/こたえ	answer	答える(こたえる)=to answer;答え/答(こたえ)=answer;回答(かいとう)=reply, answer;正答(せいとう)=correct answer
